protA	protB	WD
PIP	MRPS17	0.0
PKM	MRPS17	0.0
PKP1	MRPS17	0.0
PLS3	MRPS17	0.0
PMPCB	MRPS17	0.0
PNN	MRPS17	0.0
PNP	MRPS17	0.0
PODXL	MRPS17	0.0
POF1B	MRPS17	0.0
POLR1A	MRPS17	0.0
POLR1C	MRPS17	0.0
POLR2A	MRPS17	0.0
POLR2B	MRPS17	0.0
POLR2C	MRPS17	0.0
POLR2E	MRPS17	0.0
POLR2H	MRPS17	0.0
POLR3A	MRPS17	0.0
POLR3B	MRPS17	0.0
POLR3D	MRPS17	0.0
PPAT	MRPS17	0.0
PPIA	MRPS17	0.0
PPIB	MRPS17	0.0
PPP1CA	MRPS17	0.0
PPP1CC	MRPS17	0.0
PPP1R2	MRPS17	0.0
PPP1R7	MRPS17	0.0
PPP2R1A	MRPS17	0.0
PPP2R2A	MRPS17	0.0
PRDX1	MRPS17	0.0
PRDX2	MRPS17	0.0
PRDX3	MRPS17	0.0
PRDX4	MRPS17	0.0
PRDX6	MRPS17	0.0
PRKCSH	MRPS17	0.0
PRKDC	MRPS17	0.0
PRMT1	MRPS17	0.0
PRMT5	MRPS17	0.0
PRPF19	MRPS17	0.0
PRPF40A	MRPS17	0.0
PRPF8	MRPS17	0.0
PRSS3P2	MRPS17	0.0
PSAT1	MRPS17	0.0
PSMA6	MRPS17	0.0
PSMA7	MRPS17	0.0
PSMB1	MRPS17	0.0
PSMB2	MRPS17	0.0
PSMB3	MRPS17	0.0
PSMB4	MRPS17	0.0
PSMB5	MRPS17	0.0
PSMB7	MRPS17	0.0
PSMC1	MRPS17	0.0
PSMC2	MRPS17	0.0
PSMC3	MRPS17	0.0
PSMC4	MRPS17	0.0
PSMC5	MRPS17	0.0
PSMC6	MRPS17	0.0
PSMD1	MRPS17	0.0
PSMD12	MRPS17	0.0
PSMD13	MRPS17	0.0
PSMD14	MRPS17	0.0
PSMD2	MRPS17	0.0
PSMD3	MRPS17	0.0
PSMD4	MRPS17	0.0
PSMD6	MRPS17	0.0
PSMD7	MRPS17	0.0
PSMD8	MRPS17	0.0
PSME1	MRPS17	0.0
PTBP1	MRPS17	0.0
PTCD3	MRPS17	0.0
PUF60	MRPS17	0.0
QARS	MRPS17	0.0
RACK1	MRPS17	0.0
RAD50	MRPS17	0.0
RALY	MRPS17	0.0
RAN	MRPS17	0.0
RANBP1	MRPS17	0.0
RANBP2	MRPS17	0.0
RANBP9	MRPS17	0.0
RANGAP1	MRPS17	0.0
RARS	MRPS17	0.0
RBM25	MRPS17	0.0
RBM39	MRPS17	0.0
RBMX	MRPS17	0.0
RCN1	MRPS17	0.0
RNPS1	MRPS17	0.0
RPAP3	MRPS17	0.0
RPL10	MRPS17	0.0
RPL11	MRPS17	0.0
RPL12	MRPS17	0.0
RPL13	MRPS17	0.0
RPL13A	MRPS17	0.0
RPL14	MRPS17	0.0
RPL15	MRPS17	0.0
RPL17	MRPS17	0.0
RPL18	MRPS17	0.0
RPL18A	MRPS17	0.0
RPL19	MRPS17	0.0
RPL22	MRPS17	0.0
RPL23	MRPS17	0.0
RPL23A	MRPS17	0.0
RPL24	MRPS17	0.0
RPL27	MRPS17	0.0
RPL27A	MRPS17	0.0
RPL28	MRPS17	0.0
RPL3	MRPS17	0.0
RPL30	MRPS17	0.0
RPL31	MRPS17	0.0
RPL35A	MRPS17	0.0
RPL36	MRPS17	0.0
RPL4	MRPS17	0.0
RPL6	MRPS17	0.0
RPL7	MRPS17	0.0
RPL7A	MRPS17	0.0
RPL8	MRPS17	0.0
RPL9	MRPS17	0.0
RPLP0	MRPS17	0.0
RPLP2	MRPS17	0.0
RPN1	MRPS17	0.0
RPN2	MRPS17	0.0
RPS10	MRPS17	0.0
RPS11	MRPS17	0.0
RPS13	MRPS17	0.0
RPS14	MRPS17	0.0
RPS15A	MRPS17	0.0
RPS16	MRPS17	0.0
RPS18	MRPS17	0.0
RPS2	MRPS17	0.0
RPS20	MRPS17	0.0
RPS23	MRPS17	0.0
RPS24	MRPS17	0.0
RPS25	MRPS17	0.0
RPS26	MRPS17	0.0
RPS27	MRPS17	0.0
RPS3	MRPS17	0.0
RPS3A	MRPS17	0.0
RPS4X	MRPS17	0.0
RPS5	MRPS17	0.0
RPS6	MRPS17	0.0
RPS7	MRPS17	0.0
RPS8	MRPS17	0.0
RPS9	MRPS17	0.0
RPSA	MRPS17	0.0
RRP12	MRPS17	0.0
RSL1D1	MRPS17	0.0
RUVBL1	MRPS17	0.0
RUVBL2	MRPS17	0.0
S100A7	MRPS17	0.0
SAFB	MRPS17	0.0
SAP18	MRPS17	0.0
SDHA	MRPS17	0.0
SDHB	MRPS17	0.0
SEC61A1	MRPS17	0.0
SET	MRPS17	0.0
SF3A1	MRPS17	0.0
SF3A3	MRPS17	0.0
SF3B1	MRPS17	0.0
SF3B2	MRPS17	0.0
SF3B3	MRPS17	0.0
SF3B6	MRPS17	0.0
SFPQ	MRPS17	0.0
SHMT2	MRPS17	0.0
SLC16A1	MRPS17	0.0
SLC1A5	MRPS17	0.0
SLC25A1	MRPS17	0.0
SLC25A3	MRPS17	0.0
SLC25A5	MRPS17	0.0
SLC25A6	MRPS17	0.0
SLC3A2	MRPS17	0.0
SLMAP	MRPS17	0.0
SMARCA4	MRPS17	0.0
SMARCC2	MRPS17	0.0
SMARCE1	MRPS17	0.0
SMC1A	MRPS17	0.0
SMC2	MRPS17	0.0
SMC3	MRPS17	0.0
SMC4	MRPS17	0.0
SMCHD1	MRPS17	0.0
SMN1	MRPS17	0.0
SNAP23	MRPS17	0.0
SNRNP200	MRPS17	0.0
SNRNP40	MRPS17	0.0
SNRNP70	MRPS17	0.0
SNRPA	MRPS17	0.0
SNRPA1	MRPS17	0.0
SNRPC	MRPS17	0.0
SNRPD1	MRPS17	0.0
SNRPD2	MRPS17	0.0
SNRPD3	MRPS17	0.0
SNRPE	MRPS17	0.0
SOD1	MRPS17	0.0
SPTAN1	MRPS17	0.0
SPTBN1	MRPS17	0.0
SRRT	MRPS17	0.0
SRSF1	MRPS17	0.0
SRSF10	MRPS17	0.0
SRSF3	MRPS17	0.0
SRSF4	MRPS17	0.0
SRSF6	MRPS17	0.0
SRSF7	MRPS17	0.0
SRSF9	MRPS17	0.0
SSB	MRPS17	0.0
SSBP1	MRPS17	0.0
STAT3	MRPS17	0.0
STIP1	MRPS17	0.0
STOML2	MRPS17	0.0
SYNCRIP	MRPS17	0.0
TCP1	MRPS17	0.0
TECR	MRPS17	0.0
TFRC	MRPS17	0.0
THOC1	MRPS17	0.0
THOC2	MRPS17	0.0
THOC6	MRPS17	0.0
TIMM50	MRPS17	0.0
TLN1	MRPS17	0.0
TMED10	MRPS17	0.0
TNPO1	MRPS17	0.0
TPI1	MRPS17	0.0
TPM3	MRPS17	0.0
TPM4	MRPS17	0.0
TPR	MRPS17	0.0
TRA2A	MRPS17	0.0
TRA2B	MRPS17	0.0
TRAP1	MRPS17	0.0
TRIM28	MRPS17	0.0
TUBA1B	MRPS17	0.0
TUBB	MRPS17	0.0
TUBB2B	MRPS17	0.0
TUBB4B	MRPS17	0.0
TUBB6	MRPS17	0.0
TUFM	MRPS17	0.0
U2AF2	MRPS17	0.0
UBA1	MRPS17	0.0
UBA2	MRPS17	0.0
UBR4	MRPS17	0.0
UGGT1	MRPS17	0.0
URI1	MRPS17	0.0
USO1	MRPS17	0.0
USP21	MRPS17	0.0
USP5	MRPS17	0.0
UXT	MRPS17	0.0
VARS	MRPS17	0.0
VCL	MRPS17	0.0
VDAC1	MRPS17	0.0
VDAC2	MRPS17	0.0
VIM	MRPS17	0.0
VPS26A	MRPS17	0.0
VPS35	MRPS17	0.0
WARS	MRPS17	0.0
WDR1	MRPS17	0.0
WDR77	MRPS17	0.0
WDR92	MRPS17	0.0
WRNIP1	MRPS17	0.0
XPNPEP1	MRPS17	0.0
XPO1	MRPS17	0.0
XRCC5	MRPS17	0.0
XRCC6	MRPS17	0.0
YBX1	MRPS17	0.0
ZNF326	MRPS17	0.0
MRPS2	MRPS2	0.0
MRPS22	MRPS2	0.0
MRPS23	MRPS2	0.0
MRPS27	MRPS2	0.0
MRPS30	MRPS2	0.0
MRPS31	MRPS2	0.0
MRPS34	MRPS2	0.0
MRPS35	MRPS2	0.0
MRPS7	MRPS2	0.0
MTA2	MRPS2	0.0
MTHFD1	MRPS2	0.0
MYBBP1A	MRPS2	0.0
MYH10	MRPS2	0.0
MYH9	MRPS2	0.0
MYL6	MRPS2	0.0
NANS	MRPS2	0.0
NAP1L1	MRPS2	0.0
NASP	MRPS2	0.0
NCKAP1	MRPS2	0.0
NCL	MRPS2	0.0
NME1	MRPS2	0.0
NPEPPS	MRPS2	0.0
NPM1	MRPS2	0.0
NSF	MRPS2	0.0
NSUN2	MRPS2	0.0
NUDT21	MRPS2	0.0
NUFIP2	MRPS2	0.0
NUMA1	MRPS2	0.0
NUP107	MRPS2	0.0
NUP133	MRPS2	0.0
NUP155	MRPS2	0.0
NUP210	MRPS2	0.0
NUP85	MRPS2	0.0
NUP93	MRPS2	0.0
NUP98	MRPS2	0.0
OAT	MRPS2	0.0
OGDH	MRPS2	0.0
P4HA1	MRPS2	0.0
P4HB	MRPS2	0.0
PABPC1	MRPS2	0.0
PABPC4	MRPS2	0.0
PABPN1	MRPS2	0.0
PAICS	MRPS2	0.0
PARP1	MRPS2	0.0
PC	MRPS2	0.0
PCBD1	MRPS2	0.0
PCBP1	MRPS2	0.0
PCMT1	MRPS2	0.0
PDHA1	MRPS2	0.0
PDHB	MRPS2	0.0
PDHX	MRPS2	0.0
PDIA3	MRPS2	0.0
PDIA6	MRPS2	0.0
PDRG1	MRPS2	0.0
PDXK	MRPS2	0.0
PFDN2	MRPS2	0.0
PFDN4	MRPS2	0.0
PFDN5	MRPS2	0.0
PFDN6	MRPS2	0.0
PFKP	MRPS2	0.0
PGAM5	MRPS2	0.0
PGD	MRPS2	0.0
PGK1	MRPS2	0.0
PHB	MRPS2	0.0
PHB2	MRPS2	0.0
PHGDH	MRPS2	0.0
PIH1D1	MRPS2	0.0
PIP	MRPS2	0.0
PKM	MRPS2	0.0
PKP1	MRPS2	0.0
PLS3	MRPS2	0.0
PMPCB	MRPS2	0.0
PNN	MRPS2	0.0
PNP	MRPS2	0.0
PODXL	MRPS2	0.0
POF1B	MRPS2	0.0
POLR1A	MRPS2	0.0
POLR1C	MRPS2	0.0
POLR2A	MRPS2	0.0
POLR2B	MRPS2	0.0
POLR2C	MRPS2	0.0
POLR2E	MRPS2	0.0
POLR2H	MRPS2	0.0
POLR3A	MRPS2	0.0
POLR3B	MRPS2	0.0
POLR3D	MRPS2	0.0
PPAT	MRPS2	0.0
PPIA	MRPS2	0.0
PPIB	MRPS2	0.0
PPP1CA	MRPS2	0.0
PPP1CC	MRPS2	0.0
PPP1R2	MRPS2	0.0
PPP1R7	MRPS2	0.0
PPP2R1A	MRPS2	0.0
PPP2R2A	MRPS2	0.0
PRDX1	MRPS2	0.0
PRDX2	MRPS2	0.0
PRDX3	MRPS2	0.0
PRDX4	MRPS2	0.0
PRDX6	MRPS2	0.0
PRKCSH	MRPS2	0.0
PRKDC	MRPS2	0.0
PRMT1	MRPS2	0.0
PRMT5	MRPS2	0.0
PRPF19	MRPS2	0.0
PRPF40A	MRPS2	0.0
PRPF8	MRPS2	0.0
PRSS3P2	MRPS2	0.0
PSAT1	MRPS2	0.0
PSMA6	MRPS2	0.0
PSMA7	MRPS2	0.0
PSMB1	MRPS2	0.0
PSMB2	MRPS2	0.0
PSMB3	MRPS2	0.0
PSMB4	MRPS2	0.0
PSMB5	MRPS2	0.0
PSMB7	MRPS2	0.0
PSMC1	MRPS2	0.0
PSMC2	MRPS2	0.0
PSMC3	MRPS2	0.0
PSMC4	MRPS2	0.0
PSMC5	MRPS2	0.0
PSMC6	MRPS2	0.0
PSMD1	MRPS2	0.0
PSMD12	MRPS2	0.0
PSMD13	MRPS2	0.0
PSMD14	MRPS2	0.0
PSMD2	MRPS2	0.0
PSMD3	MRPS2	0.0
PSMD4	MRPS2	0.0
PSMD6	MRPS2	0.0
PSMD7	MRPS2	0.0
PSMD8	MRPS2	0.0
PSME1	MRPS2	0.0
PTBP1	MRPS2	0.0
PTCD3	MRPS2	0.0
PUF60	MRPS2	0.0
QARS	MRPS2	0.0
RACK1	MRPS2	0.0
RAD50	MRPS2	0.0
RALY	MRPS2	0.0
RAN	MRPS2	0.0
RANBP1	MRPS2	0.0
RANBP2	MRPS2	0.0
RANBP9	MRPS2	0.0
RANGAP1	MRPS2	0.0
RARS	MRPS2	0.0
RBM25	MRPS2	0.0
RBM39	MRPS2	0.0
RBMX	MRPS2	0.0
RCN1	MRPS2	0.0
RNPS1	MRPS2	0.0
RPAP3	MRPS2	0.0
RPL10	MRPS2	0.0
RPL11	MRPS2	0.0
RPL12	MRPS2	0.0
RPL13	MRPS2	0.0
RPL13A	MRPS2	0.0
RPL14	MRPS2	0.0
RPL15	MRPS2	0.0
RPL17	MRPS2	0.0
RPL18	MRPS2	0.0
RPL18A	MRPS2	0.0
RPL19	MRPS2	0.0
RPL22	MRPS2	0.0
RPL23	MRPS2	0.0
RPL23A	MRPS2	0.0
RPL24	MRPS2	0.0
RPL27	MRPS2	0.0
RPL27A	MRPS2	0.0
RPL28	MRPS2	0.0
RPL3	MRPS2	0.0
RPL30	MRPS2	0.0
RPL31	MRPS2	0.0
RPL35A	MRPS2	0.0
RPL36	MRPS2	0.0
RPL4	MRPS2	0.0
RPL6	MRPS2	0.0
RPL7	MRPS2	0.0
RPL7A	MRPS2	0.0
RPL8	MRPS2	0.0
RPL9	MRPS2	0.0
RPLP0	MRPS2	0.0
RPLP2	MRPS2	0.0
RPN1	MRPS2	0.0
RPN2	MRPS2	0.0
RPS10	MRPS2	0.0
RPS11	MRPS2	0.0
RPS13	MRPS2	0.0
RPS14	MRPS2	0.0
RPS15A	MRPS2	0.0
RPS16	MRPS2	0.0
RPS18	MRPS2	0.0
RPS2	MRPS2	0.0
RPS20	MRPS2	0.0
RPS23	MRPS2	0.0
RPS24	MRPS2	0.0
RPS25	MRPS2	0.0
RPS26	MRPS2	0.0
RPS27	MRPS2	0.0
RPS3	MRPS2	0.0
RPS3A	MRPS2	0.0
RPS4X	MRPS2	0.0
RPS5	MRPS2	0.0
RPS6	MRPS2	0.0
RPS7	MRPS2	0.0
RPS8	MRPS2	0.0
RPS9	MRPS2	0.0
RPSA	MRPS2	0.0
RRP12	MRPS2	0.0
RSL1D1	MRPS2	0.0
RUVBL1	MRPS2	0.0
RUVBL2	MRPS2	0.0
S100A7	MRPS2	0.0
SAFB	MRPS2	0.0
SAP18	MRPS2	0.0
SDHA	MRPS2	0.0
SDHB	MRPS2	0.0
SEC61A1	MRPS2	0.0
SET	MRPS2	0.0
SF3A1	MRPS2	0.0
SF3A3	MRPS2	0.0
SF3B1	MRPS2	0.0
SF3B2	MRPS2	0.0
SF3B3	MRPS2	0.0
SF3B6	MRPS2	0.0
SFPQ	MRPS2	0.0
SHMT2	MRPS2	0.0
SLC16A1	MRPS2	0.0
SLC1A5	MRPS2	0.0
SLC25A1	MRPS2	0.0
SLC25A3	MRPS2	0.0
SLC25A5	MRPS2	0.0
SLC25A6	MRPS2	0.0
SLC3A2	MRPS2	0.0
SLMAP	MRPS2	0.0
SMARCA4	MRPS2	0.0
SMARCC2	MRPS2	0.0
SMARCE1	MRPS2	0.0
SMC1A	MRPS2	0.0
SMC2	MRPS2	0.0
SMC3	MRPS2	0.0
SMC4	MRPS2	0.0
SMCHD1	MRPS2	0.0
SMN1	MRPS2	0.0
SNAP23	MRPS2	0.0
SNRNP200	MRPS2	0.0
SNRNP40	MRPS2	0.0
SNRNP70	MRPS2	0.0
SNRPA	MRPS2	0.0
SNRPA1	MRPS2	0.0
SNRPC	MRPS2	0.0
SNRPD1	MRPS2	0.0
SNRPD2	MRPS2	0.0
SNRPD3	MRPS2	0.0
SNRPE	MRPS2	0.0
SOD1	MRPS2	0.0
SPTAN1	MRPS2	0.0
SPTBN1	MRPS2	0.0
SRRT	MRPS2	0.0
SRSF1	MRPS2	0.0
SRSF10	MRPS2	0.0
SRSF3	MRPS2	0.0
SRSF4	MRPS2	0.0
SRSF6	MRPS2	0.0
SRSF7	MRPS2	0.0
SRSF9	MRPS2	0.0
SSB	MRPS2	0.0
SSBP1	MRPS2	0.0
STAT3	MRPS2	0.0
STIP1	MRPS2	0.0
STOML2	MRPS2	0.0
SYNCRIP	MRPS2	0.0
TCP1	MRPS2	0.0
TECR	MRPS2	0.0
TFRC	MRPS2	0.0
THOC1	MRPS2	0.0
THOC2	MRPS2	0.0
THOC6	MRPS2	0.0
TIMM50	MRPS2	0.0
TLN1	MRPS2	0.0
TMED10	MRPS2	0.0
TNPO1	MRPS2	0.0
TPI1	MRPS2	0.0
TPM3	MRPS2	0.0
TPM4	MRPS2	0.0
TPR	MRPS2	0.0
TRA2A	MRPS2	0.0
TRA2B	MRPS2	0.0
TRAP1	MRPS2	0.0
TRIM28	MRPS2	0.0
TUBA1B	MRPS2	0.0
TUBB	MRPS2	0.0
TUBB2B	MRPS2	0.0
TUBB4B	MRPS2	0.0
TUBB6	MRPS2	0.0
TUFM	MRPS2	0.0
U2AF2	MRPS2	0.0
UBA1	MRPS2	0.0
UBA2	MRPS2	0.0
UBR4	MRPS2	0.0
UGGT1	MRPS2	0.0
URI1	MRPS2	0.0
USO1	MRPS2	0.0
USP21	MRPS2	0.0
USP5	MRPS2	0.0
UXT	MRPS2	0.0
VARS	MRPS2	0.0
VCL	MRPS2	0.0
VDAC1	MRPS2	0.0
VDAC2	MRPS2	0.0
VIM	MRPS2	0.0
VPS26A	MRPS2	0.0
VPS35	MRPS2	0.0
WARS	MRPS2	0.0
WDR1	MRPS2	0.0
WDR77	MRPS2	0.0
WDR92	MRPS2	0.0
WRNIP1	MRPS2	0.0
XPNPEP1	MRPS2	0.0
XPO1	MRPS2	0.0
XRCC5	MRPS2	0.0
XRCC6	MRPS2	0.0
YBX1	MRPS2	0.0
ZNF326	MRPS2	0.0
MRPS22	MRPS22	0.0
MRPS23	MRPS22	0.0
MRPS27	MRPS22	0.0
MRPS30	MRPS22	0.0
MRPS31	MRPS22	0.0
MRPS34	MRPS22	0.0
MRPS35	MRPS22	0.0
MRPS7	MRPS22	0.0
MTA2	MRPS22	0.0
MTHFD1	MRPS22	0.0
MYBBP1A	MRPS22	0.0
MYH10	MRPS22	0.0
MYH9	MRPS22	0.0
MYL6	MRPS22	0.0
NANS	MRPS22	0.0
NAP1L1	MRPS22	0.0
NASP	MRPS22	0.0
NCKAP1	MRPS22	0.0
NCL	MRPS22	0.0
NME1	MRPS22	0.0
NPEPPS	MRPS22	0.0
NPM1	MRPS22	0.0
NSF	MRPS22	0.0
NSUN2	MRPS22	0.0
NUDT21	MRPS22	0.0
NUFIP2	MRPS22	0.0
NUMA1	MRPS22	0.0
NUP107	MRPS22	0.0
NUP133	MRPS22	0.0
NUP155	MRPS22	0.0
NUP210	MRPS22	0.0
NUP85	MRPS22	0.0
NUP93	MRPS22	0.0
NUP98	MRPS22	0.0
OAT	MRPS22	0.0
OGDH	MRPS22	0.0
P4HA1	MRPS22	0.0
P4HB	MRPS22	0.0
PABPC1	MRPS22	0.0
PABPC4	MRPS22	0.0
PABPN1	MRPS22	0.0
PAICS	MRPS22	0.0
PARP1	MRPS22	0.0
PC	MRPS22	0.0
PCBD1	MRPS22	0.0
PCBP1	MRPS22	0.0
PCMT1	MRPS22	0.0
PDHA1	MRPS22	0.0
PDHB	MRPS22	0.0
PDHX	MRPS22	0.0
PDIA3	MRPS22	0.0
PDIA6	MRPS22	0.0
PDRG1	MRPS22	0.0
PDXK	MRPS22	0.0
PFDN2	MRPS22	0.0
PFDN4	MRPS22	0.0
PFDN5	MRPS22	0.0
PFDN6	MRPS22	0.0
PFKP	MRPS22	0.0
PGAM5	MRPS22	0.0
PGD	MRPS22	0.0
PGK1	MRPS22	0.0
PHB	MRPS22	0.0
PHB2	MRPS22	0.0
PHGDH	MRPS22	0.0
PIH1D1	MRPS22	0.0
PIP	MRPS22	0.0
PKM	MRPS22	0.0
PKP1	MRPS22	0.0
PLS3	MRPS22	0.0
PMPCB	MRPS22	0.0
PNN	MRPS22	0.0
PNP	MRPS22	0.0
PODXL	MRPS22	0.0
POF1B	MRPS22	0.0
POLR1A	MRPS22	0.0
POLR1C	MRPS22	0.0
POLR2A	MRPS22	0.0
POLR2B	MRPS22	0.0
POLR2C	MRPS22	0.0
POLR2E	MRPS22	0.0
POLR2H	MRPS22	0.0
POLR3A	MRPS22	0.0
POLR3B	MRPS22	0.0
POLR3D	MRPS22	0.0
PPAT	MRPS22	0.0
PPIA	MRPS22	0.0
PPIB	MRPS22	0.0
PPP1CA	MRPS22	0.0
PPP1CC	MRPS22	0.0
PPP1R2	MRPS22	0.0
PPP1R7	MRPS22	0.0
PPP2R1A	MRPS22	0.0
PPP2R2A	MRPS22	0.0
PRDX1	MRPS22	0.0
PRDX2	MRPS22	0.0
PRDX3	MRPS22	0.0
PRDX4	MRPS22	0.0
PRDX6	MRPS22	0.0
PRKCSH	MRPS22	0.0
PRKDC	MRPS22	0.0
PRMT1	MRPS22	0.0
PRMT5	MRPS22	0.0
PRPF19	MRPS22	0.0
PRPF40A	MRPS22	0.0
PRPF8	MRPS22	0.0
PRSS3P2	MRPS22	0.0
PSAT1	MRPS22	0.0
PSMA6	MRPS22	0.0
PSMA7	MRPS22	0.0
PSMB1	MRPS22	0.0
PSMB2	MRPS22	0.0
PSMB3	MRPS22	0.0
PSMB4	MRPS22	0.0
PSMB5	MRPS22	0.0
PSMB7	MRPS22	0.0
PSMC1	MRPS22	0.0
PSMC2	MRPS22	0.0
PSMC3	MRPS22	0.0
PSMC4	MRPS22	0.0
PSMC5	MRPS22	0.0
PSMC6	MRPS22	0.0
PSMD1	MRPS22	0.0
PSMD12	MRPS22	0.0
PSMD13	MRPS22	0.0
PSMD14	MRPS22	0.0
PSMD2	MRPS22	0.0
PSMD3	MRPS22	0.0
PSMD4	MRPS22	0.0
PSMD6	MRPS22	0.0
PSMD7	MRPS22	0.0
PSMD8	MRPS22	0.0
PSME1	MRPS22	0.0
PTBP1	MRPS22	0.0
PTCD3	MRPS22	0.0
PUF60	MRPS22	0.0
QARS	MRPS22	0.0
RACK1	MRPS22	0.0
RAD50	MRPS22	0.0
RALY	MRPS22	0.0
RAN	MRPS22	0.0
RANBP1	MRPS22	0.0
RANBP2	MRPS22	0.0
RANBP9	MRPS22	0.0
RANGAP1	MRPS22	0.0
RARS	MRPS22	0.0
RBM25	MRPS22	0.0
RBM39	MRPS22	0.0
RBMX	MRPS22	0.0
RCN1	MRPS22	0.0
RNPS1	MRPS22	0.0
RPAP3	MRPS22	0.0
RPL10	MRPS22	0.0
RPL11	MRPS22	0.0
RPL12	MRPS22	0.0
RPL13	MRPS22	0.0
RPL13A	MRPS22	0.0
RPL14	MRPS22	0.0
RPL15	MRPS22	0.0
RPL17	MRPS22	0.0
RPL18	MRPS22	0.0
RPL18A	MRPS22	0.0
RPL19	MRPS22	0.0
RPL22	MRPS22	0.0
RPL23	MRPS22	0.0
RPL23A	MRPS22	0.0
RPL24	MRPS22	0.0
RPL27	MRPS22	0.0
RPL27A	MRPS22	0.0
RPL28	MRPS22	0.0
RPL3	MRPS22	0.0
RPL30	MRPS22	0.0
RPL31	MRPS22	0.0
RPL35A	MRPS22	0.0
RPL36	MRPS22	0.0
RPL4	MRPS22	0.0
RPL6	MRPS22	0.0
RPL7	MRPS22	0.0
RPL7A	MRPS22	0.0
RPL8	MRPS22	0.0
RPL9	MRPS22	0.0
RPLP0	MRPS22	0.0
RPLP2	MRPS22	0.0
RPN1	MRPS22	0.0
RPN2	MRPS22	0.0
RPS10	MRPS22	0.0
RPS11	MRPS22	0.0
RPS13	MRPS22	0.0
RPS14	MRPS22	0.0
RPS15A	MRPS22	0.0
RPS16	MRPS22	0.0
RPS18	MRPS22	0.0
RPS2	MRPS22	0.0
RPS20	MRPS22	0.0
RPS23	MRPS22	0.0
RPS24	MRPS22	0.0
RPS25	MRPS22	0.0
RPS26	MRPS22	0.0
RPS27	MRPS22	0.0
RPS3	MRPS22	0.0
RPS3A	MRPS22	0.0
RPS4X	MRPS22	0.0
RPS5	MRPS22	0.0
RPS6	MRPS22	0.0
RPS7	MRPS22	0.0
RPS8	MRPS22	0.0
RPS9	MRPS22	0.0
RPSA	MRPS22	0.0
RRP12	MRPS22	0.0
RSL1D1	MRPS22	0.0
RUVBL1	MRPS22	0.0
RUVBL2	MRPS22	0.0
S100A7	MRPS22	0.0
SAFB	MRPS22	0.0
SAP18	MRPS22	0.0
SDHA	MRPS22	0.0
SDHB	MRPS22	0.0
SEC61A1	MRPS22	0.0
SET	MRPS22	0.0
SF3A1	MRPS22	0.0
SF3A3	MRPS22	0.0
SF3B1	MRPS22	0.0
SF3B2	MRPS22	0.0
SF3B3	MRPS22	0.0
SF3B6	MRPS22	0.0
SFPQ	MRPS22	0.0
SHMT2	MRPS22	0.0
SLC16A1	MRPS22	0.0
SLC1A5	MRPS22	0.0
SLC25A1	MRPS22	0.0
SLC25A3	MRPS22	0.0
SLC25A5	MRPS22	0.0
SLC25A6	MRPS22	0.0
SLC3A2	MRPS22	0.0
SLMAP	MRPS22	0.0
SMARCA4	MRPS22	0.0
SMARCC2	MRPS22	0.0
SMARCE1	MRPS22	0.0
SMC1A	MRPS22	0.0
SMC2	MRPS22	0.0
SMC3	MRPS22	0.0
SMC4	MRPS22	0.0
SMCHD1	MRPS22	0.0
SMN1	MRPS22	0.0
SNAP23	MRPS22	0.0
SNRNP200	MRPS22	0.0
SNRNP40	MRPS22	0.0
SNRNP70	MRPS22	0.0
SNRPA	MRPS22	0.0
SNRPA1	MRPS22	0.0
SNRPC	MRPS22	0.0
SNRPD1	MRPS22	0.0
SNRPD2	MRPS22	0.0
SNRPD3	MRPS22	0.0
SNRPE	MRPS22	0.0
SOD1	MRPS22	0.0
SPTAN1	MRPS22	0.0
SPTBN1	MRPS22	0.0
SRRT	MRPS22	0.0
SRSF1	MRPS22	0.0
SRSF10	MRPS22	0.0
SRSF3	MRPS22	0.0
SRSF4	MRPS22	0.0
SRSF6	MRPS22	0.0
SRSF7	MRPS22	0.0
SRSF9	MRPS22	0.0
SSB	MRPS22	0.0
SSBP1	MRPS22	0.0
STAT3	MRPS22	0.0
STIP1	MRPS22	0.0
STOML2	MRPS22	0.0
SYNCRIP	MRPS22	0.0
TCP1	MRPS22	0.0
TECR	MRPS22	0.0
TFRC	MRPS22	0.0
THOC1	MRPS22	0.0
THOC2	MRPS22	0.0
THOC6	MRPS22	0.0
TIMM50	MRPS22	0.0
TLN1	MRPS22	0.0
TMED10	MRPS22	0.0
TNPO1	MRPS22	0.0
TPI1	MRPS22	0.0
TPM3	MRPS22	0.0
TPM4	MRPS22	0.0
TPR	MRPS22	0.0
TRA2A	MRPS22	0.0
TRA2B	MRPS22	0.0
TRAP1	MRPS22	0.0
TRIM28	MRPS22	0.0
TUBA1B	MRPS22	0.0
TUBB	MRPS22	0.0
TUBB2B	MRPS22	0.0
TUBB4B	MRPS22	0.0
TUBB6	MRPS22	0.0
TUFM	MRPS22	0.0
U2AF2	MRPS22	0.0
UBA1	MRPS22	0.0
UBA2	MRPS22	0.0
UBR4	MRPS22	0.0
UGGT1	MRPS22	0.0
URI1	MRPS22	0.0
USO1	MRPS22	0.0
USP21	MRPS22	0.0
USP5	MRPS22	0.0
UXT	MRPS22	0.0
VARS	MRPS22	0.0
VCL	MRPS22	0.0
VDAC1	MRPS22	0.0
VDAC2	MRPS22	0.0
VIM	MRPS22	0.0
VPS26A	MRPS22	0.0
